"Incident ID","IncidentDate","State","City Or County","Address","Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested"
1941647,"28-Feb-2021","South Carolina","Mccormick","437 Talbert Rd",0,4,0,0,1
1941444,"28-Feb-2021","Louisiana","Shreveport","4914 Mansfield Rd",0,5,0,0,0
1941210,"28-Feb-2021","Texas","Houston","13484 Northwest Fwy",0,4,0,0,0
1943271,"27-Feb-2021","Mississippi","Columbus","1200 block of 7th St S",0,4,0,0,0
1940190,"27-Feb-2021","Mississippi","Pattison","Pattison-Tillman Rd",2,3,0,0,6
1939789,"26-Feb-2021","Louisiana","Baton Rouge","4700 block of Paige St",0,4,0,0,0
1940069,"26-Feb-2021","Texas","Houston","8708 Beechnut St",1,5,0,0,0
1939958,"26-Feb-2021","California","San Diego","841 S 45th St",1,3,0,0,0
1934704,"21-Feb-2021","Missouri","Kennett","1615 1st St",1,4,0,0,2
1935235,"21-Feb-2021","North Carolina","Teachey","Thomas Smith Ln and Bay Rd",0,4,0,0,1
1934077,"20-Feb-2021","Louisiana","Metairie","6719 Airline Dr",2,2,1,0,0
1933975,"20-Feb-2021","Colorado","Grand Junction","1000 block of Teller Ave",1,3,0,0,1
1934181,"20-Feb-2021","Illinois","Springfield","1100 block of S Grand Ave W",1,4,0,0,0
1934225,"20-Feb-2021","Pennsylvania","Norristown (East Norriton)","2912 Swede Rd",1,4,0,0,1
1932479,"18-Feb-2021","Louisiana","Baton Rouge","2047 N Foster Dr",1,3,0,0,1
1931288,"17-Feb-2021","Pennsylvania","Philadelphia","5597 Old York Rd",0,8,0,0,0
1930463,"16-Feb-2021","Florida","Saint Petersburg","2968 Emerson Ave S",3,1,0,0,1
1928557,"13-Feb-2021","California","San Francisco","3rd St and Quesada Ave",0,6,0,0,0
1928594,"13-Feb-2021","Indiana","Indianapolis","3800 block of N Sherman Dr",0,4,0,0,0
1928149,"13-Feb-2021","California","Oakland","1000 block of Washington St",0,6,0,0,0
1928205,"13-Feb-2021","North Carolina","Cary","101 Reed St",1,3,0,0,2
1926742,"11-Feb-2021","Georgia","Columbus","2001 South Lumpkin Rd",1,4,0,0,0
1926701,"10-Feb-2021","Georgia","Atlanta","62 Harwell Rd NW",0,4,0,0,0
1924338,"9-Feb-2021","Minnesota","Buffalo","755 Crossroads Campus Dr",1,4,0,0,1
1924892,"9-Feb-2021","Texas","Houston","945 W Little York Rd",0,4,0,0,0
1921939,"6-Feb-2021","Tennessee","Murfreesboro","Ewing Blvd and West St",1,4,0,0,1
1921768,"6-Feb-2021","Illinois","Bloomingdale","250 W Schick Rd",1,5,0,0,1
1923786,"6-Feb-2021","Louisiana","Thibodaux","1100 block of Tiger Dr",0,4,0,0,0
1922354,"6-Feb-2021","Washington","Tacoma","3634 E McKinley Ave",1,3,0,0,1
1921641,"5-Feb-2021","Pennsylvania","Mohnton","360 E Wyomissing Ave",1,3,0,0,0
1924951,"5-Feb-2021","Mississippi","Benoit","1017 Lake Bolivar Rd",3,1,0,0,2
1920771,"4-Feb-2021","North Carolina","High Point","2912 W English Rd",1,3,1,0,0
1919696,"3-Feb-2021","Colorado","Oak Creek","200 block of Wild Hogg Dr",2,2,1,0,0
1919399,"3-Feb-2021","Tennessee","Memphis","800 block of Olympic St",1,3,0,0,0
1917918,"2-Feb-2021","Florida","Fort Lauderdale (Sunrise)","10100 Reflections Blvd W",2,3,1,0,0
1917909,"2-Feb-2021","Oklahoma","Muskogee","903 Indiana St",6,1,0,0,1
1917661,"1-Feb-2021","New York","Rochester","400 block of Lyell Ave",1,3,0,0,0
1916374,"30-Jan-2021","New York","Albany","200 block of Central Ave",1,4,0,0,4
1914798,"29-Jan-2021","Pennsylvania","Mc Kees Rocks (Mckees Rocks)","824 Island Ave",2,2,0,1,2
1914942,"28-Jan-2021","Michigan","Flint","1900 block of Tebo St",1,4,0,0,0
1913708,"27-Jan-2021","California","Santa Ana","1614 S Standard Ave",0,4,0,0,0
1911026,"25-Jan-2021","District of Columbia","Washington","1406 Good Hope Rd SE",1,3,0,1,2
1910136,"24-Jan-2021","Indiana","Indianapolis","3540 Adams St",5,1,0,0,1
1910619,"24-Jan-2021","Nevada","Las Vegas","W Wilson Ave and H St",0,5,0,0,0
1909849,"22-Jan-2021","Kentucky","Covington","217 E Martin Luther King Jr Blvd",0,5,0,0,1
1905423,"18-Jan-2021","Pennsylvania","Tobyhanna","960 PA-196",0,4,0,0,5
1904063,"17-Jan-2021","Arizona","Phoenix","2340 W Northern Ave",0,5,0,0,0
1904036,"17-Jan-2021","Arizona","Phoenix","2236 E University Dr",1,6,0,0,0
1905360,"16-Jan-2021","Illinois","Kankakee","600 block of N Evergreen Ave",0,4,0,1,1
1903058,"15-Jan-2021","Pennsylvania","Philadelphia","5000 block of N 10th St",0,4,0,0,0
1899819,"11-Jan-2021","Florida","Miami","2491 NE 58th St",0,4,0,0,0
1898261,"9-Jan-2021","Illinois","Evanston","100 Asbury Ave",5,2,1,0,0
1897878,"9-Jan-2021","Texas","Houston","5828 Martin Luther King Blvd",1,3,0,0,0
1896774,"7-Jan-2021","District of Columbia","Washington","1300 block of Columbia Rd NW",0,5,0,0,0
1896384,"6-Jan-2021","Texas","Livingston","201 Maple Ln",2,2,0,0,3
1896252,"6-Jan-2021","Virginia","Manassas","10010 Ellis Rd",2,3,1,0,0
1894822,"4-Jan-2021","Louisiana","New Orleans","1600 block of N Galvez St",0,4,0,0,0
1894979,"4-Jan-2021","Florida","Tampa","1225 S 78th St",0,4,0,1,0
1894941,"4-Jan-2021","Florida","Fort Lauderdale (Lauderhill)","1828 NW 38th Ave",0,7,0,0,0
1893953,"3-Jan-2021","Oregon","Gresham","NE 181st Ave and NE San Rafael St",0,4,0,0,1
1893327,"3-Jan-2021","Texas","Houston","2900 Travis St",1,3,0,1,1
1893754,"3-Jan-2021","Florida","Miami","3632 NW 25th Ave",0,6,0,0,0
1893601,"3-Jan-2021","Louisiana","Shreveport","6900 block of Jewella Ave",2,3,0,0,0
1893877,"3-Jan-2021","California","Santa Barbara","1200 block of Liberty St",2,2,0,0,0
1893744,"3-Jan-2021","Florida","Miami","10525 NW 24th Ave",0,8,0,0,0
1892034,"1-Jan-2021","Arkansas","Fort Smith","3211 Towson Ave",0,6,0,1,1
1892704,"1-Jan-2021","Texas","Amarillo","2650 Dumas Dr",1,3,0,0,1
1891720,"1-Jan-2021","Illinois","Galesburg","1000 block of Monroe St",0,4,0,0,1
1892114,"1-Jan-2021","Iowa","Sioux City","2637 S Walker St",1,4,0,0,3
1891461,"31-Dec-2020","Indiana","Indianapolis","8215 Center Run Road",1,3,0,0,0
1890946,"31-Dec-2020","Oregon","Happy Valley","9200 block of SE Idleman Rd",0,4,0,0,0
1886974,"26-Dec-2020","Illinois","Rockford","4007 E State St",3,3,0,0,1
1886913,"26-Dec-2020","Florida","Tampa","N 20th St and E 7th Ave",2,2,0,0,1
1887059,"26-Dec-2020","Massachusetts","Lynn","Washington St and Quincy Ter",1,5,0,0,1
1886849,"26-Dec-2020","Florida","Miami","NW 61st St and NW 13th Ave",1,3,0,0,0
1886721,"25-Dec-2020","Arkansas","Atkins","5180 Pine Ridge Rd",4,0,1,0,0
1886372,"25-Dec-2020","Florida","Boynton Beach","Martin Luther King Jr Blvd and N Seacrest Blvd",1,4,0,0,1
1886141,"24-Dec-2020","Florida","Lakeland","1500 block of Amos Ave",1,4,0,0,0
1885251,"22-Dec-2020","Mississippi","Meridian","Jeffrey Acres Rd",4,0,1,0,0
1882214,"20-Dec-2020","Connecticut","Bridgeport","456 Connecticut Ave",2,2,0,0,0
1881213,"19-Dec-2020","Illinois","Chicago","8936 S Cottage Grove Ave",0,6,0,0,0
1876727,"13-Dec-2020","West Virginia","Elkview","1384 Cemetery Hill Dr",4,0,0,0,1
1877043,"12-Dec-2020","California","San Bernardino","900 block of N Sierra Way",1,3,0,0,0
1876231,"12-Dec-2020","New York","Copiague","2336 Great Neck Rd",2,2,0,0,1
1876039,"12-Dec-2020","New York","Brooklyn","574 Warren St",0,4,0,0,0
1876552,"12-Dec-2020","Maryland","Hyattsville (Landover)","8600 block of Old Ardmore Rd",2,2,0,0,0
1877628,"10-Dec-2020","Georgia","Tifton","700 block of 17 1/2 St",0,4,0,0,0
1877122,"10-Dec-2020","Mississippi","Jackson","1805 Hospital Dr",0,5,0,0,0
1908063,"8-Dec-2020","West Virginia","Williamsburg","611 Flynns Creek Rd",5,0,1,0,0
1873798,"8-Dec-2020","Louisiana","Lacombe","28399 Palmer Dr",0,1,2,2,0
1870827,"6-Dec-2020","Texas","Venus","6100 N FM 157",0,6,0,0,0
1871627,"5-Dec-2020","California","Hayward","25000 block of Eldridge Ave",1,3,0,0,0
1870840,"5-Dec-2020","North Carolina","Autryville","10101 Gip Rd",0,6,0,0,0
1869748,"4-Dec-2020","Illinois","Chicago","4400 block of W Adams St",0,4,0,0,0
1867006,"1-Dec-2020","Pennsylvania","Morrisville","1 Makefield Rd",1,3,0,0,0
1866100,"30-Nov-2020","Alaska","Palmer","335 N Valley Way",4,0,0,0,1
1864683,"29-Nov-2020","Mississippi","Grenada","Highway 8 East",0,11,0,0,0
1865110,"29-Nov-2020","Tennessee","Memphis","3492 W Metropolitan Cir",2,2,0,1,3
1864205,"28-Nov-2020","South Carolina","Conway","3800 block of Golden Key Rd",0,5,0,0,3
1863726,"28-Nov-2020","South Carolina","Aiken","1695 Richland Ave E",1,10,0,0,4
1864177,"28-Nov-2020","Louisiana","New Orleans","7001 Lawrence Rd",0,4,0,0,0
1862947,"27-Nov-2020","Georgia","Macon","425 Cherry St",1,5,0,0,2
1863099,"27-Nov-2020","Ohio","Toledo","3257 Stickney Ave",0,6,0,0,0
1862603,"26-Nov-2020","Nevada","Henderson","870 E Lake Mead Pkwy",1,4,0,1,3
1859390,"22-Nov-2020","New York","Brooklyn","15 Albany Ave",1,6,0,0,2
1859110,"22-Nov-2020","New Jersey","Trenton","Stuyvesant Ave and Hoffman Ave",0,4,0,0,0
1858455,"22-Nov-2020","Illinois","Chicago","700 block of E 101st St",1,3,0,0,0
1859186,"22-Nov-2020","Louisiana","New Orleans","9232 Chef Menteur Hwy",1,3,0,0,0
1857439,"21-Nov-2020","Illinois","Chicago","W 79th St and S Justine St",0,6,0,0,0
1857947,"21-Nov-2020","Arizona","Phoenix","35th Ave and Earll Dr",1,4,0,0,0
1858965,"21-Nov-2020","Nebraska","Bellevue","1307 Cornhusker Rd",2,2,0,0,1
1857040,"20-Nov-2020","Wisconsin","Milwaukee (Wauwatosa)","2500 N Mayfair Rd",0,8,0,0,1
1856417,"19-Nov-2020","Florida","Haines City","422 N 15th St",1,3,0,0,0
1855276,"18-Nov-2020","Texas","Houston","11614 Manor Park Dr",2,2,1,0,0
1856338,"18-Nov-2020","South Carolina","Florence","500 block of Gaillard St",0,4,0,0,0
1854207,"17-Nov-2020","Tennessee","Jackson","Honey Bear Cove",0,4,0,0,0
1854149,"16-Nov-2020","Florida","Miami","200 block of S Biscayne River Dr",0,4,0,0,0
1853615,"16-Nov-2020","Illinois","Chicago","700 block of S Pulaski Rd",0,4,0,0,0
1854076,"16-Nov-2020","Illinois","Chicago","2700 block of S State St",0,4,0,0,0
1852831,"15-Nov-2020","Louisiana","Shreveport","300 block of Douglas St",0,5,0,0,0
1853089,"15-Nov-2020","Georgia","Jonesboro","500 Block of Museum Cir",2,2,0,0,2
1852604,"14-Nov-2020","South Carolina","Sumter","1008 Marilyn Ave",3,1,0,0,1
1852853,"14-Nov-2020","Missouri","Fulton","1915 N Bluff St",0,4,0,0,0
1852161,"14-Nov-2020","Ohio","Cincinnati","400 block of Kings Run Dr",0,4,0,0,0
1852363,"14-Nov-2020","California","Riverside","La Sierra Avenue and Tin Mine Road",2,3,0,0,0
1850981,"12-Nov-2020","Florida","Tampa","1200 block of E Palifox St",2,4,0,0,0
1850693,"12-Nov-2020","North Carolina","Gastonia","1225 Union Rd",0,6,0,0,2
1849308,"10-Nov-2020","Florida","Tampa","N 50th St and Sligh Ave",1,7,0,0,0
1847840,"9-Nov-2020","Texas","Fort Worth","5310 E Rosedale St",0,4,0,0,0
1846712,"8-Nov-2020","Virginia","Virginia Beach","3700 block of Whitney Ct",0,4,0,0,0
1846494,"8-Nov-2020","Tennessee","Nashville","2nd Ave N and Commerce St",0,8,0,0,1
1846764,"7-Nov-2020","Kansas","Ogden","225 Riley Ave",0,4,0,0,0
1845690,"7-Nov-2020","South Carolina","Rock Hill","241 Albright Rd",1,3,0,0,1
1845477,"6-Nov-2020","Louisiana","New Orleans","8622 Belfast St",2,2,0,0,1
1844573,"5-Nov-2020","Ohio","Toledo","2125 Parkwood Ave",3,2,0,0,1
1843360,"4-Nov-2020","Missouri","Jefferson City","1299 Lafayette St",0,4,0,0,1
1842362,"3-Nov-2020","Nevada","Henderson","1445 Stonelake Cove Ave",3,1,1,0,0
1842421,"2-Nov-2020","Ohio","Mansfield","136 Sturges Ave",0,5,0,0,0
1840600,"1-Nov-2020","Arizona","Tucson","2500 block of E Aerospace Pkwy",2,2,0,0,0
1840534,"1-Nov-2020","South Carolina","Hollywood","7800 block of White Point Rd",0,6,0,0,0
1840265,"1-Nov-2020","Indiana","Evansville","664 E Illinois St",0,4,0,0,0
1840364,"1-Nov-2020","Oklahoma","Oklahoma City","10601 S Western Ave",1,3,0,0,0
1841432,"1-Nov-2020","North Carolina","Winston Salem (Winston-salem)","3900 block of Glen Hi Rd",1,3,0,0,1
1840310,"1-Nov-2020","New Jersey","Atlantic City","2721 Arctic Ave",1,4,0,0,0
1839628,"31-Oct-2020","California","Sacramento","2800 block of Normington Dr",0,4,0,0,0
1839576,"31-Oct-2020","Washington","Sumner","127th Ave E and Valley Ave E",0,5,0,0,0
1839462,"31-Oct-2020","California","Anaheim","1210 S State College Blvd",0,4,0,0,0
1840544,"31-Oct-2020","Nevada","North Las Vegas","3700 block of Iverson Ln",0,4,0,0,0
1840041,"31-Oct-2020","Maryland","College Park","7700 Baltimore Ave",0,7,0,0,0
1839112,"30-Oct-2020","Maryland","Waldorf","2177 Crain Hwy",1,3,0,0,0
1839065,"30-Oct-2020","Illinois","Chicago","11613 S Vincennes Ave",1,3,0,0,0
